YEARS,COUNTIES,EMIGRANTS,BORN_URBAN,BORN_RURAL,DEAD_URBAN,DEAD_RURAL,DIVORCES_URBAN,DIVORCES_RURAL,UNEMPLOYMENT_RATE_MALE,UNEMPLOYMENT_RATE_FEMALE,EDUCATIONAL_UNITS,TEACHING_STAFF,CONFLICTS_OF_INTEREST,HOSPITALS
 Anul 1998, Suceava,317.0,2565.0,7040.0,23.0,57.0,829.0,702.0,13.9,13.4,1054,10131.0,0.0,9.0
 Anul 1999, Suceava,276.0,2575.0,7120.0,17.0,40.0,698.0,654.0,12.8,14.3,991,9453.0,1.0,10.0
 Anul 2000, Suceava,469.0,2572.0,6982.0,11.0,48.0,661.0,527.0,11.9,12.4,490,9240.0,0.0,9.0
 Anul 2001, Suceava,498.0,2328.0,6624.0,15.0,47.0,588.0,529.0,8.7,8.4,485,9647.0,0.0,9.0
 Anul 2002, Suceava,383.0,2179.0,6423.0,20.0,57.0,610.0,492.0,10.8,9.8,491,9257.0,0.0,9.0
 Anul 2003, Suceava,408.0,2139.0,6089.0,14.0,44.0,680.0,595.0,8.1,8.0,365,9132.0,1.0,10.0
 Anul 2004, Suceava,439.0,3568.0,5190.0,24.0,40.0,830.0,518.0,8.6,6.8,365,9304.0,0.0,10.0
 Anul 2005, Suceava,268.0,3650.0,5095.0,25.0,44.0,741.0,517.0,6.7,5.2,240,9144.0,0.0,11.0
 Anul 2006, Suceava,389.0,3648.0,4755.0,17.0,40.0,693.0,528.0,5.2,4.2,232,9057.0,0.0,11.0
 Anul 2007, Suceava,235.0,3500.0,4813.0,20.0,35.0,721.0,526.0,4.0,3.5,237,8811.0,0.0,11.0
 Anul 2008, Suceava,226.0,3622.0,4932.0,13.0,33.0,851.0,653.0,4.7,4.0,236,8842.0,1.0,11.0
 Anul 2009, Suceava,228.0,3474.0,4787.0,19.0,32.0,694.0,558.0,8.8,6.9,238,8597.0,0.0,11.0
 Anul 2010, Suceava,236.0,3282.0,4719.0,12.0,21.0,680.0,493.0,8.0,6.6,234,8191.0,1.0,11.0
 Anul 2011, Suceava,987.0,3214.0,4662.0,16.0,23.0,622.0,454.0,5.2,4.5,225,8131.0,1.0,10.0
 Anul 2012, Suceava,1072.0,3408.0,4781.0,12.0,32.0,721.0,551.0,6.2,4.7,228,8139.0,0.0,10.0
 Anul 2013, Suceava,760.0,4005.0,5375.0,10.0,20.0,553.0,418.0,7.1,5.8,232,8177.0,0.0,10.0
 Anul 2014, Suceava,253.0,3453.0,4863.0,9.0,12.0,545.0,415.0,7.4,5.9,240,8174.0,0.0,10.0
 Anul 2015, Suceava,345.0,3500.0,4923.0,12.0,34.0,604.0,480.0,7.0,5.8,235,8063.0,0.0,12.0
 Anul 2016, Suceava,539.0,3635.0,5148.0,12.0,18.0,581.0,447.0,6.7,5.7,229,7985.0,0.0,12.0
 Anul 2017, Suceava,530.0,3661.0,5260.0,13.0,22.0,544.0,485.0,5.8,5.0,226,8040.0,0.0,12.0
 Anul 2018, Suceava,658.0,3865.0,5423.0,17.0,17.0,525.0,432.0,5.3,4.9,225,8033.0,1.0,12.0
 Anul 2019, Suceava,691.0,3786.0,5465.0,11.0,17.0,499.0,521.0,4.9,4.6,223,7948.0,0.0,13.0
 Anul 2020, Suceava,569.0,3469.0,5326.0,12.0,35.0,407.0,367.0,5.0,5.3,224,8019.0,0.0,13.0
 Anul 2021, Suceava,1044.0,3447.0,5420.0,8.0,14.0,415.0,423.0,5.5,5.3,223,8151.0,0.0,13.0
 Anul 1992, Teleorman,34.0,1745.0,3347.0,6.0,15.0,233.0,234.0,4.9,9.1,563,4659.0,2.0,10.0
 Anul 1993, Teleorman,29.0,1658.0,3231.0,11.0,14.0,258.0,262.0,7.5,11.4,554,4593.0,4.0,10.0
 Anul 1994, Teleorman,27.0,1551.0,3185.0,9.0,28.0,239.0,270.0,8.9,11.2,550,4782.0,13.0,9.0
 Anul 1995, Teleorman,37.0,1446.0,3010.0,15.0,17.0,273.0,241.0,9.0,11.1,543,4901.0,8.0,9.0
 Anul 1996, Teleorman,73.0,1466.0,2792.0,12.0,9.0,268.0,243.0,6.4,6.4,550,4855.0,7.0,9.0
 Anul 1997, Teleorman,61.0,1569.0,2880.0,10.0,10.0,292.0,246.0,9.3,7.0,547,4977.0,0.0,9.0
 Anul 1998, Teleorman,42.0,1543.0,2811.0,8.0,17.0,277.0,266.0,9.2,7.5,549,4916.0,10.0,8.0
 Anul 1999, Teleorman,68.0,1466.0,2710.0,10.0,22.0,286.0,226.0,10.5,7.6,531,4765.0,14.0,9.0
 Anul 2000, Teleorman,102.0,1462.0,2615.0,7.0,15.0,252.0,241.0,9.5,8.4,524,4639.0,4.0,9.0
 Anul 2001, Teleorman,58.0,1198.0,2401.0,9.0,12.0,302.0,230.0,8.4,7.0,527,4885.0,2.0,9.0
 Anul 2002, Teleorman,15.0,1153.0,2235.0,3.0,10.0,294.0,243.0,11.8,8.4,525,4729.0,4.0,8.0
 Anul 2003, Teleorman,27.0,1222.0,2168.0,5.0,22.0,310.0,240.0,12.3,8.2,525,4738.0,1.0,8.0
 Anul 2004, Teleorman,44.0,1249.0,2041.0,7.0,12.0,309.0,250.0,9.5,6.4,245,4965.0,2.0,8.0
 Anul 2005, Teleorman,42.0,1274.0,2061.0,6.0,17.0,294.0,250.0,10.8,6.8,247,4942.0,2.0,8.0
 Anul 2006, Teleorman,64.0,1264.0,1939.0,2.0,10.0,359.0,278.0,10.2,6.3,209,4950.0,2.0,8.0
 Anul 2007, Teleorman,36.0,1152.0,1866.0,1.0,8.0,358.0,289.0,8.4,6.1,195,4969.0,1.0,8.0
 Anul 2008, Teleorman,60.0,1272.0,1890.0,0.0,9.0,313.0,296.0,9.0,7.2,192,5024.0,1.0,8.0
 Anul 2009, Teleorman,47.0,1299.0,2042.0,10.0,11.0,277.0,278.0,14.1,8.9,191,4505.0,3.0,8.0
 Anul 2010, Teleorman,65.0,1196.0,1922.0,2.0,10.0,282.0,286.0,13.2,8.4,150,3908.0,1.0,8.0
 Anul 2011, Teleorman,191.0,1090.0,1735.0,2.0,8.0,296.0,279.0,11.0,7.2,150,3833.0,0.0,8.0
 Anul 2012, Teleorman,304.0,1132.0,1849.0,2.0,10.0,261.0,203.0,11.8,7.4,147,3883.0,0.0,8.0
 Anul 2013, Teleorman,328.0,1268.0,1853.0,3.0,11.0,231.0,265.0,12.9,8.5,149,3857.0,0.0,7.0
 Anul 2014, Teleorman,229.0,1177.0,1839.0,2.0,14.0,224.0,223.0,13.4,8.8,148,3726.0,0.0,7.0
 Anul 2015, Teleorman,266.0,1109.0,1746.0,5.0,9.0,277.0,251.0,13.8,9.3,148,3405.0,0.0,7.0
 Anul 2016, Teleorman,403.0,1078.0,1802.0,2.0,4.0,257.0,302.0,13.2,8.2,144,3450.0,0.0,7.0
 Anul 2017, Teleorman,379.0,1077.0,1805.0,2.0,6.0,283.0,331.0,12.3,7.8,141,3412.0,0.0,7.0
 Anul 2018, Teleorman,450.0,1059.0,1691.0,1.0,7.0,218.0,313.0,9.1,6.5,140,3249.0,0.0,7.0
 Anul 2019, Teleorman,415.0,1067.0,1770.0,2.0,7.0,210.0,298.0,7.1,5.4,139,3187.0,0.0,7.0
 Anul 2020, Teleorman,333.0,923.0,1675.0,5.0,9.0,182.0,218.0,7.2,5.9,140,3253.0,0.0,7.0
 Anul 2021, Teleorman,431.0,888.0,1611.0,1.0,4.0,162.0,245.0,8.7,7.1,139,3250.0,0.0,7.0
 Anul 1992, Timis,3958.0,3789.0,3088.0,22.0,20.0,1471.0,362.0,2.7,6.6,836,10424.0,0.0,14.0
 Anul 1993, Timis,2567.0,3721.0,3137.0,32.0,26.0,1031.0,337.0,4.2,10.2,827,10835.0,0.0,14.0
 Anul 1994, Timis,2834.0,3624.0,3054.0,29.0,21.0,1759.0,503.0,5.3,9.1,818,11301.0,12.0,14.0
 Anul 1995, Timis,3021.0,3530.0,2815.0,26.0,10.0,1126.0,256.0,2.8,5.3,824,11224.0,17.0,15.0
 Anul 1996, Timis,2583.0,3465.0,2763.0,23.0,15.0,1121.0,230.0,1.9,3.0,825,10734.0,15.0,15.0
 Anul 1997, Timis,2089.0,3560.0,2963.0,21.0,24.0,1059.0,221.0,3.6,4.3,802,11791.0,17.0,15.0
 Anul 1998, Timis,1291.0,3518.0,2881.0,15.0,16.0,1204.0,253.0,5.5,6.2,821,11916.0,26.0,15.0
 Anul 1999, Timis,776.0,3766.0,2982.0,25.0,21.0,689.0,147.0,8.8,8.1,775,11292.0,26.0,16.0
 Anul 2000, Timis,941.0,3320.0,2968.0,18.0,15.0,488.0,143.0,8.1,7.2,732,11218.0,4.0,16.0
 Anul 2001, Timis,598.0,3147.0,2684.0,17.0,20.0,516.0,153.0,6.6,6.3,756,11717.0,4.0,16.0
 Anul 2002, Timis,528.0,2971.0,2728.0,18.0,20.0,789.0,211.0,4.0,3.8,748,11022.0,6.0,16.0
 Anul 2003, Timis,711.0,3241.0,2703.0,21.0,17.0,739.0,212.0,3.5,3.5,603,11057.0,15.0,16.0
 Anul 2004, Timis,882.0,3687.0,2528.0,18.0,20.0,925.0,239.0,2.6,2.6,601,11124.0,3.0,16.0
 Anul 2005, Timis,746.0,3930.0,2577.0,14.0,22.0,819.0,218.0,2.2,2.3,591,10833.0,5.0,16.0
 Anul 2006, Timis,960.0,4024.0,2622.0,16.0,15.0,550.0,192.0,2.1,2.0,297,10500.0,2.0,16.0
 Anul 2007, Timis,564.0,3949.0,2542.0,27.0,18.0,1060.0,270.0,1.4,1.8,279,10842.0,5.0,16.0
 Anul 2008, Timis,594.0,4406.0,2687.0,25.0,22.0,421.0,103.0,1.4,1.9,284,10966.0,3.0,16.0
 Anul 2009, Timis,627.0,4326.0,2720.0,18.0,19.0,412.0,147.0,4.2,5.0,285,9872.0,3.0,16.0
 Anul 2010, Timis,524.0,4327.0,2510.0,17.0,23.0,371.0,222.0,3.7,3.8,270,9318.0,2.0,19.0
 Anul 2011, Timis,1072.0,3927.0,2570.0,16.0,17.0,570.0,238.0,1.7,2.1,266,8947.0,0.0,18.0
 Anul 2012, Timis,1009.0,4010.0,2563.0,14.0,14.0,588.0,209.0,1.8,2.2,254,8913.0,1.0,18.0
 Anul 2013, Timis,962.0,4334.0,2858.0,8.0,9.0,521.0,331.0,1.7,2.1,223,9642.0,0.0,18.0
 Anul 2014, Timis,599.0,4271.0,2770.0,17.0,22.0,632.0,180.0,1.4,1.8,223,9424.0,1.0,18.0
 Anul 2015, Timis,839.0,4406.0,2946.0,12.0,16.0,837.0,253.0,1.1,1.5,226,9347.0,0.0,18.0
 Anul 2016, Timis,1323.0,4436.0,3162.0,16.0,9.0,922.0,265.0,1.0,1.3,226,9423.0,1.0,20.0
 Anul 2017, Timis,1285.0,4357.0,3405.0,22.0,10.0,829.0,298.0,0.9,1.2,231,9521.0,0.0,26.0
 Anul 2018, Timis,1407.0,4372.0,3525.0,23.0,14.0,628.0,319.0,0.6,1.0,242,9677.0,3.0,22.0
 Anul 2019, Timis,1427.0,4233.0,3688.0,14.0,18.0,626.0,264.0,0.6,1.0,241,9832.0,0.0,22.0
 Anul 2020, Timis,1078.0,3875.0,3389.0,12.0,10.0,503.0,233.0,1.0,1.6,238,9871.0,0.0,21.0
 Anul 2021, Timis,1677.0,3615.0,3457.0,14.0,9.0,467.0,309.0,0.6,1.0,240,9952.0,0.0,21.0
 Anul 1992, Tulcea,62.0,1364.0,1702.0,15.0,12.0,146.0,53.0,13.0,18.9,300,3161.0,3.0,4.0
 Anul 1993, Tulcea,49.0,1227.0,1599.0,6.0,11.0,129.0,52.0,12.7,21.8,314,3339.0,11.0,4.0
 Anul 1994, Tulcea,54.0,1147.0,1587.0,8.0,9.0,183.0,97.0,13.8,19.3,315,3314.0,5.0,4.0
 Anul 1995, Tulcea,83.0,1194.0,1472.0,9.0,9.0,260.0,100.0,9.2,13.4,321,3454.0,4.0,4.0
 Anul 1996, Tulcea,70.0,1183.0,1411.0,5.0,7.0,285.0,102.0,7.9,8.8,321,3639.0,7.0,4.0
 Anul 1997, Tulcea,75.0,1167.0,1472.0,11.0,13.0,349.0,162.0,11.6,13.0,314,3513.0,0.0,4.0
 Anul 1998, Tulcea,74.0,1172.0,1509.0,16.0,22.0,385.0,206.0,13.1,11.5,317,3497.0,5.0,4.0
 Anul 1999, Tulcea,68.0,1161.0,1568.0,10.0,12.0,304.0,159.0,13.6,11.7,302,3268.0,8.0,4.0
 Anul 2000, Tulcea,73.0,1181.0,1519.0,23.0,17.0,243.0,115.0,12.0,10.7,302,3189.0,4.0,4.0
 Anul 2001, Tulcea,57.0,1188.0,1446.0,7.0,14.0,332.0,175.0,10.3,8.2,298,3156.0,1.0,4.0
 Anul 2002, Tulcea,42.0,1118.0,1414.0,14.0,14.0,343.0,152.0,10.9,8.4,172,2904.0,1.0,4.0
 Anul 2003, Tulcea,52.0,1195.0,1293.0,14.0,15.0,312.0,137.0,10.1,7.2,170,2842.0,2.0,4.0
 Anul 2004, Tulcea,48.0,1170.0,1282.0,6.0,13.0,293.0,129.0,6.3,4.9,159,3015.0,1.0,4.0
 Anul 2005, Tulcea,50.0,1203.0,1213.0,10.0,11.0,312.0,172.0,7.0,4.8,157,2797.0,0.0,4.0
 Anul 2006, Tulcea,52.0,1242.0,1228.0,11.0,13.0,308.0,138.0,5.6,3.7,76,2756.0,0.0,4.0
 Anul 2007, Tulcea,54.0,1228.0,1203.0,8.0,9.0,329.0,163.0,4.2,3.4,89,2672.0,6.0,4.0
 Anul 2008, Tulcea,63.0,1178.0,1171.0,7.0,15.0,416.0,143.0,4.7,4.1,88,2793.0,1.0,4.0
 Anul 2009, Tulcea,60.0,1170.0,1104.0,5.0,8.0,211.0,69.0,9.3,8.4,83,2701.0,1.0,4.0
 Anul 2010, Tulcea,59.0,1074.0,1097.0,4.0,4.0,245.0,149.0,8.7,7.4,71,2411.0,1.0,4.0
 Anul 2011, Tulcea,102.0,990.0,1032.0,5.0,12.0,317.0,127.0,6.1,5.4,81,2404.0,0.0,3.0
 Anul 2012, Tulcea,148.0,1019.0,1013.0,11.0,9.0,216.0,146.0,6.4,5.3,81,2328.0,1.0,3.0
 Anul 2013, Tulcea,183.0,1051.0,1033.0,8.0,7.0,191.0,119.0,6.6,5.1,81,2372.0,1.0,3.0
 Anul 2014, Tulcea,147.0,998.0,1053.0,1.0,7.0,111.0,94.0,6.2,4.7,82,2330.0,1.0,4.0
 Anul 2015, Tulcea,160.0,1001.0,988.0,3.0,6.0,86.0,102.0,6.3,4.7,83,2193.0,2.0,4.0
 Anul 2016, Tulcea,285.0,996.0,900.0,5.0,4.0,58.0,58.0,6.2,4.4,82,2100.0,0.0,4.0
 Anul 2017, Tulcea,290.0,967.0,962.0,6.0,5.0,130.0,106.0,5.5,3.8,80,2081.0,0.0,5.0
 Anul 2018, Tulcea,304.0,894.0,889.0,4.0,4.0,159.0,112.0,4.0,3.4,81,2046.0,0.0,4.0
 Anul 2019, Tulcea,313.0,902.0,809.0,1.0,5.0,170.0,127.0,3.4,3.6,81,2037.0,0.0,4.0
 Anul 2020, Tulcea,246.0,851.0,867.0,2.0,8.0,145.0,75.0,3.0,3.1,80,2063.0,0.0,4.0
 Anul 2021, Tulcea,378.0,846.0,892.0,5.0,5.0,242.0,118.0,3.0,3.3,80,2002.0,0.0,4.0
 Anul 1992, Vaslui,62.0,2265.0,4617.0,24.0,47.0,312.0,199.0,16.5,12.8,804,5397.0,6.0,10.0
 Anul 1993, Vaslui,27.0,2143.0,4670.0,10.0,23.0,339.0,222.0,22.3,23.4,817,5717.0,8.0,9.0
 Anul 1994, Vaslui,41.0,2135.0,4763.0,19.0,28.0,496.0,302.0,25.2,23.0,810,5779.0,6.0,9.0
 Anul 1995, Vaslui,84.0,2012.0,4477.0,12.0,27.0,442.0,203.0,16.3,13.2,846,5941.0,13.0,9.0
 Anul 1996, Vaslui,96.0,1916.0,4370.0,16.0,33.0,442.0,241.0,10.5,8.8,856,6166.0,5.0,9.0
 Anul 1997, Vaslui,106.0,2076.0,4579.0,13.0,24.0,419.0,260.0,15.9,10.9,778,6056.0,9.0,9.0
 Anul 1998, Vaslui,102.0,2098.0,4792.0,23.0,18.0,379.0,255.0,21.5,14.1,836,6304.0,11.0,9.0
 Anul 1999, Vaslui,86.0,2059.0,4766.0,7.0,36.0,436.0,308.0,19.9,14.9,839,6384.0,16.0,9.0
 Anul 2000, Vaslui,118.0,2067.0,4835.0,13.0,36.0,329.0,210.0,18.0,12.8,818,5849.0,2.0,9.0
 Anul 2001, Vaslui,50.0,1854.0,4477.0,9.0,20.0,323.0,193.0,16.5,10.0,824,5972.0,1.0,9.0
 Anul 2002, Vaslui,28.0,1822.0,4252.0,11.0,38.0,261.0,169.0,20.2,11.4,833,5761.0,4.0,9.0
 Anul 2003, Vaslui,59.0,1740.0,3999.0,10.0,32.0,355.0,209.0,15.5,9.1,694,5755.0,2.0,9.0
 Anul 2004, Vaslui,107.0,2013.0,3509.0,7.0,28.0,349.0,245.0,13.6,8.4,599,5971.0,3.0,7.0
 Anul 2005, Vaslui,79.0,2160.0,3453.0,22.0,23.0,308.0,214.0,13.2,7.1,168,5772.0,1.0,7.0
 Anul 2006, Vaslui,96.0,2123.0,3410.0,4.0,16.0,373.0,238.0,14.7,7.9,118,5754.0,5.0,7.0
 Anul 2007, Vaslui,100.0,2036.0,3445.0,8.0,8.0,589.0,330.0,12.3,6.9,119,5676.0,6.0,7.0
 Anul 2008, Vaslui,94.0,1958.0,3194.0,4.0,13.0,511.0,347.0,12.6,7.8,120,5717.0,1.0,7.0
 Anul 2009, Vaslui,121.0,2038.0,3203.0,13.0,15.0,509.0,354.0,17.0,10.7,158,5524.0,0.0,7.0
 Anul 2010, Vaslui,105.0,1707.0,2757.0,4.0,13.0,526.0,426.0,15.2,8.5,159,5412.0,0.0,7.0
 Anul 2011, Vaslui,221.0,1634.0,2712.0,5.0,11.0,452.0,372.0,12.5,7.2,152,5156.0,0.0,4.0
 Anul 2012, Vaslui,239.0,1900.0,2664.0,4.0,13.0,405.0,339.0,12.9,7.4,150,5083.0,0.0,4.0
 Anul 2013, Vaslui,298.0,3107.0,2841.0,1.0,9.0,370.0,283.0,13.7,7.6,150,4962.0,0.0,4.0
 Anul 2014, Vaslui,260.0,2281.0,2395.0,4.0,9.0,343.0,324.0,14.4,8.2,155,4909.0,0.0,5.0
 Anul 2015, Vaslui,311.0,2693.0,2522.0,4.0,9.0,385.0,379.0,14.0,8.1,163,4735.0,1.0,5.0
 Anul 2016, Vaslui,527.0,2364.0,2530.0,6.0,12.0,284.0,314.0,14.8,8.9,153,4646.0,0.0,5.0
 Anul 2017, Vaslui,544.0,2721.0,2507.0,5.0,7.0,284.0,319.0,12.4,8.1,154,4687.0,0.0,5.0
 Anul 2018, Vaslui,755.0,2344.0,2513.0,4.0,9.0,289.0,368.0,10.0,7.0,150,4599.0,0.0,5.0
 Anul 2019, Vaslui,911.0,3271.0,2487.0,9.0,9.0,290.0,353.0,8.7,6.3,148,4530.0,1.0,5.0
 Anul 2020, Vaslui,869.0,2849.0,2375.0,5.0,6.0,238.0,287.0,8.3,6.6,148,4494.0,0.0,5.0
 Anul 2021, Vaslui,1509.0,2681.0,2402.0,5.0,9.0,305.0,399.0,9.7,7.5,149,4429.0,0.0,5.0
 Anul 1992, Valcea,91.0,1822.0,3324.0,10.0,20.0,193.0,158.0,6.1,10.0,841,5596.0,4.0,7.0
 Anul 1993, Valcea,48.0,1726.0,3064.0,11.0,28.0,368.0,188.0,9.5,13.8,837,5175.0,3.0,8.0
 Anul 1994, Valcea,58.0,1722.0,3133.0,12.0,22.0,185.0,147.0,10.0,16.5,850,5376.0,3.0,8.0
 Anul 1995, Valcea,124.0,1670.0,2851.0,4.0,11.0,345.0,256.0,11.5,19.3,841,5612.0,2.0,8.0
 Anul 1996, Valcea,132.0,1634.0,2895.0,10.0,16.0,716.0,336.0,9.4,15.8,834,5522.0,2.0,8.0
 Anul 1997, Valcea,139.0,1685.0,2796.0,7.0,10.0,331.0,259.0,11.7,15.1,756,5461.0,0.0,8.0
 Anul 1998, Valcea,128.0,1621.0,2845.0,9.0,12.0,310.0,270.0,14.0,15.3,772,5673.0,4.0,8.0
 Anul 1999, Valcea,144.0,1582.0,2716.0,9.0,15.0,314.0,323.0,11.7,12.4,755,5459.0,7.0,8.0
 Anul 2000, Valcea,211.0,1628.0,2646.0,6.0,12.0,363.0,246.0,12.4,12.7,720,5403.0,1.0,8.0
 Anul 2001, Valcea,116.0,1552.0,2424.0,8.0,10.0,423.0,368.0,14.4,12.5,737,5530.0,3.0,8.0
 Anul 2002, Valcea,88.0,1704.0,2171.0,3.0,9.0,364.0,300.0,12.1,11.2,724,5254.0,3.0,8.0
 Anul 2003, Valcea,154.0,1742.0,2013.0,15.0,14.0,404.0,249.0,9.9,8.4,228,5020.0,1.0,8.0
 Anul 2004, Valcea,150.0,1833.0,1884.0,13.0,11.0,462.0,260.0,8.0,7.2,228,5163.0,2.0,8.0
 Anul 2005, Valcea,79.0,1856.0,1899.0,14.0,15.0,318.0,317.0,6.7,6.5,229,5505.0,2.0,8.0
 Anul 2006, Valcea,113.0,1832.0,1832.0,12.0,11.0,366.0,254.0,4.8,4.8,167,5435.0,0.0,8.0
 Anul 2007, Valcea,78.0,1809.0,1746.0,4.0,9.0,351.0,210.0,3.1,3.8,168,5327.0,0.0,9.0
 Anul 2008, Valcea,85.0,1732.0,1741.0,5.0,8.0,493.0,278.0,4.1,5.3,168,5400.0,1.0,9.0
 Anul 2009, Valcea,112.0,1753.0,1767.0,6.0,5.0,262.0,140.0,8.3,7.6,170,5273.0,1.0,9.0
 Anul 2010, Valcea,89.0,1769.0,1617.0,2.0,8.0,156.0,109.0,7.8,7.6,147,4931.0,1.0,9.0
 Anul 2011, Valcea,146.0,1528.0,1490.0,3.0,9.0,342.0,154.0,5.2,5.3,149,4632.0,1.0,7.0
 Anul 2012, Valcea,155.0,1592.0,1449.0,3.0,7.0,366.0,160.0,6.5,5.8,148,4577.0,0.0,7.0
 Anul 2013, Valcea,115.0,1712.0,1574.0,5.0,5.0,263.0,195.0,6.8,6.7,153,4705.0,1.0,7.0
 Anul 2014, Valcea,98.0,1559.0,1450.0,4.0,6.0,205.0,193.0,5.8,5.5,138,4552.0,0.0,7.0
 Anul 2015, Valcea,124.0,1530.0,1313.0,1.0,9.0,215.0,163.0,4.7,4.6,134,4371.0,0.0,7.0
 Anul 2016, Valcea,260.0,1507.0,1280.0,2.0,3.0,151.0,113.0,4.9,5.1,131,4134.0,0.0,9.0
 Anul 2017, Valcea,228.0,1566.0,1402.0,2.0,6.0,127.0,81.0,3.9,4.5,133,4063.0,0.0,9.0
 Anul 2018, Valcea,246.0,1662.0,1402.0,3.0,3.0,122.0,93.0,2.9,3.3,130,4127.0,0.0,11.0
 Anul 2019, Valcea,272.0,1579.0,1269.0,10.0,3.0,91.0,97.0,2.6,3.1,129,3976.0,1.0,11.0
 Anul 2020, Valcea,185.0,1378.0,1286.0,7.0,3.0,66.0,78.0,3.2,4.0,129,4016.0,0.0,11.0
 Anul 2021, Valcea,322.0,1339.0,1255.0,2.0,4.0,129.0,76.0,3.1,4.0,130,4097.0,0.0,11.0
 Anul 1992, Vrancea,45.0,1748.0,3497.0,11.0,14.0,289.0,170.0,10.0,11.8,648,4558.0,7.0,7.0
 Anul 1993, Vrancea,43.0,1645.0,3341.0,10.0,15.0,317.0,228.0,13.7,11.8,650,4749.0,7.0,7.0
 Anul 1994, Vrancea,50.0,1545.0,3287.0,9.0,10.0,500.0,320.0,11.0,10.0,663,4711.0,9.0,7.0
 Anul 1995, Vrancea,101.0,1492.0,3206.0,12.0,22.0,465.0,356.0,9.0,7.6,678,4986.0,3.0,7.0
 Anul 1996, Vrancea,134.0,1397.0,3050.0,8.0,16.0,484.0,374.0,6.4,5.0,678,5001.0,4.0,7.0
 Anul 1997, Vrancea,184.0,1467.0,2995.0,12.0,17.0,463.0,322.0,8.5,4.8,651,4835.0,5.0,7.0
 Anul 1998, Vrancea,133.0,1372.0,2988.0,11.0,16.0,486.0,427.0,10.3,5.9,660,4743.0,11.0,7.0
 Anul 1999, Vrancea,120.0,1373.0,3099.0,9.0,19.0,484.0,339.0,9.0,5.5,633,4559.0,7.0,7.0
 Anul 2000, Vrancea,212.0,1301.0,3071.0,6.0,28.0,352.0,319.0,7.7,4.5,613,4447.0,3.0,8.0
 Anul 2001, Vrancea,164.0,1294.0,2852.0,5.0,9.0,375.0,296.0,6.7,4.6,632,4609.0,1.0,8.0
 Anul 2002, Vrancea,124.0,1142.0,2593.0,13.0,16.0,352.0,300.0,7.6,4.2,611,4370.0,3.0,8.0
 Anul 2003, Vrancea,221.0,1295.0,2542.0,5.0,23.0,375.0,345.0,7.2,4.1,619,4291.0,1.0,8.0
 Anul 2004, Vrancea,201.0,1456.0,2601.0,9.0,21.0,323.0,330.0,5.4,3.1,452,4272.0,0.0,8.0
 Anul 2005, Vrancea,302.0,1559.0,2625.0,4.0,13.0,264.0,326.0,5.0,2.9,194,4055.0,1.0,8.0
 Anul 2006, Vrancea,349.0,1586.0,2489.0,10.0,15.0,349.0,344.0,5.3,2.9,144,3945.0,0.0,8.0
 Anul 2007, Vrancea,172.0,1532.0,2592.0,10.0,14.0,380.0,404.0,4.5,3.0,143,3776.0,0.0,8.0
 Anul 2008, Vrancea,124.0,1457.0,2532.0,3.0,12.0,310.0,375.0,5.1,3.7,139,3590.0,0.0,8.0
 Anul 2009, Vrancea,132.0,1367.0,2575.0,7.0,10.0,253.0,297.0,8.8,5.9,143,3634.0,0.0,8.0
 Anul 2010, Vrancea,104.0,1373.0,2472.0,4.0,5.0,224.0,253.0,8.8,6.0,132,3434.0,0.0,8.0
 Anul 2011, Vrancea,196.0,1239.0,2343.0,8.0,9.0,238.0,237.0,6.3,4.8,127,3426.0,0.0,7.0
 Anul 2012, Vrancea,161.0,1175.0,2523.0,6.0,10.0,241.0,200.0,6.5,4.6,124,3417.0,0.0,7.0
 Anul 2013, Vrancea,178.0,1484.0,2746.0,5.0,7.0,199.0,175.0,6.9,4.8,120,3454.0,0.0,7.0
 Anul 2014, Vrancea,171.0,1260.0,2351.0,9.0,12.0,175.0,184.0,7.2,4.8,128,3545.0,1.0,7.0
 Anul 2015, Vrancea,212.0,1237.0,2366.0,4.0,7.0,233.0,238.0,6.4,4.6,122,3449.0,2.0,7.0
 Anul 2016, Vrancea,332.0,1319.0,2366.0,0.0,12.0,256.0,263.0,6.5,4.9,118,3442.0,0.0,7.0
 Anul 2017, Vrancea,316.0,1236.0,2399.0,5.0,5.0,231.0,224.0,5.7,4.3,116,3456.0,0.0,7.0
 Anul 2018, Vrancea,413.0,1218.0,2315.0,3.0,10.0,159.0,188.0,4.4,3.7,120,3450.0,0.0,7.0
 Anul 2019, Vrancea,384.0,1191.0,2231.0,3.0,5.0,206.0,218.0,3.9,3.3,120,3416.0,0.0,7.0
 Anul 2020, Vrancea,262.0,1062.0,2102.0,5.0,5.0,133.0,120.0,4.5,3.9,120,3532.0,0.0,7.0
 Anul 2021, Vrancea,450.0,1048.0,2149.0,3.0,1.0,151.0,186.0,4.9,4.3,121,3521.0,0.0,7.0
 Anul 1992, Municipiul Bucuresti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663,0.0,0.0,0.0
 Anul 1993, Municipiul Bucuresti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688,0.0,0.0,0.0
 Anul 1994, Municipiul Bucuresti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658,0.0,0.0,51.0
